id,department_code,insee_code,zip_code,-AUDE,slug,gps_lat,gps_lng
3910,11,11285,11440,Peyriac-de-Mer,peyriac de mer,43.094604920635,2.9496561904762
3911,11,11286,11160,Peyriac-Minervois,peyriac minervois,43.297663441558,2.5758851298701
3912,11,11287,11190,Peyrolles,peyrolles,42.959342282609,2.3408940217391
3913,11,11288,11170,Pezens,pezens,43.256076888889,2.2468848148148
3914,11,11289,11300,Pieusse,pieusse,43.080131509434,2.2578085849057
3915,11,11290,11420,Plaigne,plaigne,43.168738345324,1.8066102158273
3916,11,11291,11270,Plavilla,plavilla,43.137477012987,1.904437012987
3917,11,11292,11400,La Pomarède,la pomarede,43.406910357143,1.939638125
3918,11,11293,11250,Pomas,pomas,43.107303660714,2.2799347321429
3919,11,11294,11300,Pomy,pomy,43.05934030303,2.059407979798
3920,11,11295,11490,Portel-des-Corbières,portel des corbieres,43.040459896907,2.9223084536082
3921,11,11296,11120,Pouzols-Minervois,pouzols minervois,43.281367820513,2.82126
3922,11,11297,11380,Pradelles-Cabardès,pradelles cabardes,43.416252,2.4340319310345
3923,11,11298,11220,Pradelles-en-Val,pradelles en val,43.134204772727,2.5107054545454
3924,11,11299,11250,Preixan,preixan,43.142463626374,2.2759469230769
3925,11,11300,11400,Puginier,puginier,43.380942282609,1.9294772826087
3926,11,11301,11700,Puichéric,puicheric,43.223294358974,2.6228043589744
3927,11,11302,11140,Puilaurens,puilaurens,42.818811149425,2.2944896551724
3928,11,11303,11230,Puivert,puivert,42.913466319703,2.0665099628253
3929,11,11304,11500,Quillan,quillan,42.882065451264,2.1724215523466
3930,11,11305,11360,Quintillan,quintillan,42.95752300885,2.7017750442478
3931,11,11306,11500,Quirbajou,quirbajou,42.82910372093,2.1786423255814
3932,11,11307,11200,Raissac-d'Aude,raissac d aude,43.228267592593,2.8819272222222
3933,11,11308,11170,Raissac-sur-Lampy,raissac sur lampy,43.273175074627,2.1625843283582
3934,11,11309,11190,Rennes-le-Château,rennes le chateau,42.914893837209,2.2777860465116
3935,11,11310,11190,Rennes-les-Bains,rennes les bains,42.921581040462,2.3406621965318
3936,11,11311,11220,Ribaute,ribaute,43.110022307692,2.6379039423077
3937,11,11312,11270,Ribouisse,ribouisse,43.169480703125,1.904453125
3938,11,11313,11400,Ricaud,ricaud,43.350199848485,1.8995178787879
3939,11,11314,11220,Rieux-en-Val,rieux en val,43.083418157895,2.5449139473684
3940,11,11315,11160,Rieux-Minervois,rieux minervois,43.28027664,2.5915256
3941,11,11316,11230,Rivel,rivel,42.9205896,2.0064962285714
3942,11,11317,11140,Rodome,rodome,42.802110775862,2.0703075
3943,11,11318,11700,Roquecourbe-Minervois,roquecourbe minervois,43.213557910448,2.6513356716418
3944,11,11319,11380,Roquefère,roquefere,43.392998493151,2.3784036986301
3945,11,11320,11340,Roquefeuil,roquefeuil,42.846713875969,1.9918417829457
3946,11,11321,11140,Roquefort-de-Sault,roquefort de sault,42.753205402299,2.206086091954
3947,11,11322,11540,Roquefort-des-Corbières,roquefort des corbieres,43.019492444444,2.9393107777778
3948,11,11323,11300,Roquetaillade,roquetaillade,42.998179101124,2.2043846067416
3949,11,11324,11200,Roubia,roubia,43.247528928571,2.7940983928571
3950,11,11325,11250,Rouffiac-d'Aude,rouffiac d aude,43.127389146341,2.2785248780488
3951,11,11326,11350,Rouffiac-des-Corbières,rouffiac des corbieres,42.881526727273,2.5453796363636
3952,11,11327,11290,Roullens,roullens,43.167880314961,2.2680414173228
3953,11,11328,11240,Routier,routier,43.105941415929,2.1347552212389
3954,11,11329,11260,Rouvenac,rouvenac,42.933538714286,2.1365823571429
3955,11,11330,11800,Rustiques,rustiques,43.215226875,2.47817890625
3956,11,11331,11270,Saint-Amans,saint amans,43.230456403509,1.8850749122807
3957,11,11332,11200,Saint-André-de-Roquelongue,saint andre de roquelongue,43.109452352941,2.8471647794118
3958,11,11333,11230,Saint-Benoît,saint benoit,43.009586146341,2.0616083902439
3959,11,11334,11410,Sainte-Camelle,sainte camelle,43.270840915493,1.7851298591549
3960,11,11335,11140,Sainte-Colombe-sur-Guette,sainte colombe sur guette,42.753387175573,2.2464849618321
3961,11,11336,11230,Sainte-Colombe-sur-l'Hers,sainte colombe sur l hers,42.952049074074,1.9643996296296
3962,11,11337,11700,Saint-Couat-d'Aude,saint couat d aude,43.208994545455,2.6386355844156
3963,11,11338,11300,Saint-Couat-du-Razès,saint couat du razes,42.998092857143,2.1047707792208
3964,11,11339,11310,Saint-Denis,saint denis,43.356494853801,2.2179788304094
3965,11,11340,11170,Sainte-Eulalie,sainte eulalie,43.241807191011,2.2064433707865
3966,11,11341,11500,Saint-Ferriol,saint ferriol,42.898080083333,2.2267258333333
3967,11,11342,11800,Saint-Frichoux,saint frichoux,43.2504071875,2.5494078125
3968,11,11343,11270,Saint-Gaudéric,saint gauderic,43.126511811594,1.9600351449275
3969,11,11344,11250,Saint-Hilaire,saint hilaire,43.075275390335,2.3429482527881
3970,11,11345,11360,Saint-Jean-de-Barrou,saint jean de barrou,42.964297931034,2.8350186206897
3971,11,11346,11260,Saint-Jean-de-Paracol,saint jean de paracol,42.935986170213,2.1070304964539
3972,11,11347,11500,Saint-Julia-de-Bec,saint julia de bec,42.861946203704,2.2579741666667
3973,11,11348,11270,Saint-Julien-de-Briola,saint julien de briola,43.159991008403,1.9413451260504
3974,11,11350,11500,Saint-Just-et-le-Bézu,saint just et le bezu,42.872704339623,2.2862318867925
3975,11,11351,11220,Saint-Laurent-de-la-Cabrerisse,saint laurent de la cabrerisse,43.090340849057,2.723075
3976,11,11352,11500,Saint-Louis-et-Parahou,saint louis et parahou,42.852176185567,2.3238668041237
