id,department_code,insee_code,zip_code,-SEINE-MARITIME,slug,gps_lat,gps_lng
30276,76,76381,76390,Landes-Vieilles-et-Neuves,landes vieilles et neuves,49.785568172043,1.6355050537634
30277,76,76382,76210,Lanquetot,lanquetot,49.5780632,0.52611293333333
30278,76,76383,76730,Lestanville,lestanville,49.7474878,0.9545022
30279,76,76384,76170,Lillebonne,lillebonne,49.521487126437,0.54014057471264
30280,76,76385,76570,Limésy,limesy,49.60262992126,0.92384346456693
30281,76,76386,76540,Limpiville,limpiville,49.687860909091,0.50026109090909
30282,76,76387,76760,Lindebeuf,lindebeuf,49.711021785714,0.90747535714286
30283,76,76388,76210,Lintot,lintot,49.555551754386,0.56607201754386
30284,76,76389,76590,Lintot-les-Bois,lintot les bois,49.798534285714,1.0731618367347
30285,76,76390,76790,Les Loges,les loges,49.700223374233,0.28701871165644
30286,76,76391,76500,La Londe,la londe,49.322722563025,0.90798462184874
30287,76,76392,76660,Londinières,londinieres,49.836885954198,1.3909989312977
30288,76,76393,76440,Longmesnil,longmesnil,49.621051578947,1.6125939473684
30289,76,76394,76260,Longroy,longroy,49.98197,1.5382686813187
30290,76,76395,76860,Longueil,longueil,49.88513908046,0.94732689655172
30291,76,76396,76750,Longuerue,longuerue,49.546390487805,1.2901708536585
30292,76,76397,76590,Longueville-sur-Scie,longueville sur scie,49.795403684211,1.1110438596491
30293,76,76398,76490,Louvetot,louvetot,49.5736531,0.7217244
30294,76,76399,76270,Lucy,lucy,49.7718996,1.451084
30295,76,76400,76810,Luneray,luneray,49.824312923077,0.91551553846154
30296,76,76401,76940,Arelaune-en-Seine,arelaune en seine,49.458202903226,0.75348876344086
30297,76,76402,76770,Malaunay,malaunay,49.524622391304,1.0462461594203
30298,76,76403,76450,Malleville-les-Grès,malleville les gres,49.831328571429,0.6067
30299,76,76404,76133,Manéglise,maneglise,49.565452777778,0.25832324074074
30300,76,76405,76590,Manéhouville,manehouville,49.833979074074,1.0717174074074
30301,76,76406,76400,Maniquerville,maniquerville,49.692300869565,0.34749956521739
30302,76,76407,76460,Manneville-ès-Plains,manneville es plains,49.85681,0.74817736842105
30303,76,76408,76110,Manneville-la-Goupil,manneville la goupil,49.611582173913,0.34485710144928
30304,76,76409,76290,Mannevillette,mannevillette,49.596167846154,0.17686092307692
30305,76,76410,76150,Maromme,maromme,49.478590384615,1.0317348076923
30306,76,76411,76390,Marques,marques,49.777753333333,1.6846160283688
30307,76,76412,76116,Martainville-Épreville,martainville epreville,49.453492045455,1.2954115909091
30308,76,76413,76880,Martigny,martigny,49.861104,1.1491696
30309,76,76414,76370,Martin-Église,martin eglise,49.905509090909,1.1331928181818
30310,76,76415,76270,Massy,massy,49.690739473684,1.3983602631579
30311,76,76416,76680,Mathonville,mathonville,49.624644655172,1.3782632758621
30312,76,76417,76680,Maucomble,maucomble,49.686375952381,1.3361478571429
30313,76,76418,76490,Maulévrier-Sainte-Gertrude,maulevrier sainte gertrude,49.5531930625,0.7084019375
30314,76,76419,76530,Mauny,mauny,49.394284,0.8968519047619
30315,76,76420,76440,Mauquenchy,mauquenchy,49.59852037037,1.4655735185185
30316,76,76421,76170,Mélamare,melamare,49.54046939759,0.43570855421687
30317,76,76422,76260,Melleville,melleville,49.956066990291,1.4741394174757
30318,76,76423,76220,Ménerval,menerval,49.565168623853,1.6543983027523
30319,76,76424,76270,Ménonval,menonval,49.765291470588,1.4848872058823
30320,76,76425,76110,Mentheville,mentheville,49.692402222222,0.41140311111111
30321,76,76426,76780,Mésangueville,mesangueville,49.546861627907,1.5613209302326
30322,76,76427,76270,Mesnières-en-Bray,mesnieres en bray,49.762379308176,1.3854655345912
30323,76,76428,76460,Le Mesnil-Durdent,le mesnil durdent,49.818332666667,0.77112466666667
30324,76,76429,76240,Le Mesnil-Esnard,le mesnil esnard,49.410856428571,1.1446250892857
30325,76,76430,76660,Mesnil-Follemprise,mesnil follemprise,49.763923552632,1.3028548684211
30326,76,76431,76780,Le Mesnil-Lieubray,le mesnil lieubray,49.516761505376,1.5021877419355
30327,76,76432,76440,Mesnil-Mauger,mesnil mauger,49.673143111111,1.520989
30328,76,76433,76570,Mesnil-Panneville,mesnil panneville,49.589621507937,0.88183436507937
30329,76,76434,76520,Mesnil-Raoul,mesnil raoul,49.39641056338,1.2719777464789
30330,76,76435,76260,Le Mesnil-Réaume,le mesnil reaume,49.968250487805,1.4416603658537
30331,76,76436,76480,Le Mesnil-sous-Jumièges,le mesnil sous jumieges,49.420171964286,0.85527035714286
30332,76,76437,76510,Meulers,meulers,49.841409724771,1.2260381651376
30333,76,76438,76260,Millebosc,millebosc,49.981274,1.4973646153846
30334,76,76439,76210,Mirville,mirville,49.60752402439,0.44148219512195
30335,76,76440,76220,Molagnies,molagnies,49.524476956522,1.7256443478261
30336,76,76441,76340,Monchaux-Soreng,monchaux soreng,49.95394315534,1.5773853883495
30337,76,76442,76260,Monchy-sur-Eu,monchy sur eu,49.990590512821,1.4538953846154
30338,76,76443,76690,Mont-Cauvaire,mont cauvaire,49.570306091954,1.1104263218391
30339,76,76445,76680,Montérolier,monterolier,49.622887815126,1.3485811764706
30340,76,76446,76380,Montigny,montigny,49.4619784375,0.998518125
30341,76,76447,76290,Montivilliers,montivilliers,49.54352885,0.1927977
30342,76,76448,76520,Montmain,montmain,49.409108148148,1.2459751851852
30343,76,76449,76850,Montreuil-en-Caux,montreuil en caux,49.686202739726,1.1535657534247
30344,76,76450,76220,Montroty,montroty,49.430727383721,1.6605093604651
